Year,Registration,VAP Turnout,Voting age population,Compulsory Voting,Election Type,Voter Turnout
2019,30118852.0,0.4353,31615893.0,0,EU Parliament,0.4569
2014,30636537.0,0.23620000000000002,30899955.0,0,EU Parliament,0.2382
2009,30565272.0,0.2404,31188739.0,0,EU Parliament,0.24530000000000002
2004,29986109.0,0.21489999999999998,29125904.0,0,EU Parliament,0.2087
2025,10850215.0,0.7334999999999999,8613860.0,0,Parliamentary,0.5822999999999999
2024,10813643.0,0.7529,8602908.0,0,Parliamentary,0.599
2022,10813246.0,0.6481999999999999,8584844.0,0,Parliamentary,0.5146000000000001
2019,10810240.0,0.6129,8567996.0,0,Parliamentary,0.4857
2015,9684922.0,0.6175,8757878.0,0,Parliamentary,0.5584
2011,9624354.0,0.6448999999999999,8660198.0,0,Parliamentary,0.5803
2009,9519921.0,0.6614,8589299.0,0,Parliamentary,0.5968
2005,8944508.0,0.6923,8302150.0,0,Parliamentary,0.6426000000000001
2002,8882561.0,0.6862,8135142.0,0,Parliamentary,0.6284000000000001
1999,8857173.0,0.6927,7805152.0,0,Parliamentary,0.6104999999999999
1995,8906608.0,0.7911,7463960.0,0,Parliamentary,0.6629999999999999
1991,8322481.0,0.7770999999999999,7301580.0,0,Parliamentary,0.6818000000000001
1987,7741149.0,0.7815000000000001,7195680.0,0,Parliamentary,0.7264
1985,7621504.0,0.7968999999999999,7207920.0,0,Parliamentary,0.7537
1983,7159349.0,0.7743000000000001,7271280.0,0,Parliamentary,0.7864
1980,6925243.0,0.8791,6731320.0,0,Parliamentary,0.8545
1979,6757152.0,0.8825,6702760.0,0,Parliamentary,0.8754000000000001
1976,6477619.0,0.8329000000000001,6476220.0,0,Parliamentary,0.8327
1975,6177698.0,0.8973,6315420.0,0,Parliamentary,0.9173
2021,10847434.0,0.4964,8577945.0,0,Presidential,0.3926
2016,9751398.0,0.5403,8781766.0,0,Presidential,0.4866
2011,9656797.0,0.5186999999999999,8660198.0,0,Presidential,0.46520000000000006
2006,9085339.0,0.6697,8347336.0,0,Presidential,0.6153
2001,8950905.0,0.5719,7812959.0,0,Presidential,0.4971
1996,8693636.0,0.7723,7461680.0,0,Presidential,0.6629
1991,8235151.0,0.6984,7301580.0,0,Presidential,0.6192
1986,7612633.0,0.8237000000000001,7207920.0,0,Presidential,0.7798999999999999
1986,7617257.0,0.7967,7207920.0,0,Presidential,0.7537999999999999
1980,6931641.0,0.8668,6731320.0,0,Presidential,0.8418000000000001
1976,6477484.0,0.7544,6476220.0,0,Presidential,0.7542
2024,6476952.0,0.7529,8602908.0,0,EU Parliament,0.599
2019,10757192.0,0.386,8567996.0,0,EU Parliament,0.3075
2014,9753568.0,0.37560000000000004,8744169.0,0,EU Parliament,0.3367
2009,9704559.0,0.4155,8589299.0,0,EU Parliament,0.3678
2004,8821456.0,0.40590000000000004,8388871.0,0,EU Parliament,0.386
1999,8681854.0,0.4422,7840141.0,0,EU Parliament,0.3993
1994,8565822.0,0.3979,7650122.0,0,EU Parliament,0.3554
1989,8107694.0,0.5776,7187062.0,0,EU Parliament,0.512
1987,7787603.0,0.7487999999999999,7530007.0,0,EU Parliament,0.7240000000000001
2021,,,2104798.0,0,Parliamentary,0.635
2017,2221596.0,0.3583,2617983.0,0,Parliamentary,0.42229999999999995
2002,1733943.0,0.8039000000000001,1495914.0,0,Parliamentary,0.6936
2021,2645283.0,0.6236999999999999,2848569.0,0,Presidential,0.6717
2016,2161839.0,0.5795,2571218.0,0,Presidential,0.6892
2009,2078802.0,0.7256,1902820.0,0,Presidential,0.6642
2002,1733943.0,0.8659,1495914.0,0,Presidential,0.747
2024,19503273.0,0.6389,14738045.0,0,Parliamentary,0.5233
2020,18964642.0,0.34299999999999997,17663694.0,0,Parliamentary,0.3195
2016,18403044.0,0.41119999999999995,17810217.0,0,Parliamentary,0.3779
2012,18423066.0,0.42810000000000004,17974764.0,0,Parliamentary,0.41759999999999997
2008,18464274.0,0.4048,17882585.0,0,Parliamentary,0.392
2004,18449344.0,0.6225999999999999,17338014.0,0,Parliamentary,0.5851
2000,17699727.0,0.6215999999999999,18597776.0,0,Parliamentary,0.6531
1996,17218654.0,0.782,16737320.0,0,Parliamentary,0.7601
1992,16380663.0,0.7615999999999999,16408080.0,0,Parliamentary,0.7629
1990,17200722.0,,,0,Parliamentary,0.7968999999999999
2025,17996367.0,0.7958,14629285.0,0,Presidential,0.6469
2025,17996367.0,0.6543000000000001,14629285.0,0,Presidential,0.5318999999999999
2024,18008480.0,0.6422,14738045.0,0,Presidential,0.5256000000000001
2024,18008480.0,0.6422,14738045.0,0,Presidential,0.5256000000000001
2019,18287119.0,0.5664,17711736.0,0,Presidential,0.5486
2019,18286865.0,0.5284,17711736.0,0,Presidential,0.5118
2014,18280994.0,0.6642,17645517.0,0,Presidential,0.6411
2014,18284066.0,0.551,17645517.0,0,Presidential,0.5318
2009,18303224.0,0.5924,17928402.0,0,Presidential,0.5802
2009,18293277.0,0.5548,17928402.0,0,Presidential,0.5437
2004,18316104.0,0.5832,17338014.0,0,Presidential,0.5521
2004,18449344.0,0.6224000000000001,17338014.0,0,Presidential,0.5849
2000,17699727.0,0.5388000000000001,18597776.0,0,Presidential,0.5661999999999999
2000,17699727.0,0.6214999999999999,18597776.0,0,Presidential,0.6531
1996,17230654.0,0.7814,16737320.0,0,Presidential,0.759
1996,17218654.0,0.782,16737320.0,0,Presidential,0.7601
2024,9444894.0,0.6409,14738054.0,0,EU Parliament,0.524
2019,18267256.0,0.528,17711736.0,0,EU Parliament,0.512
2014,18221061.0,0.335,17645517.0,0,EU Parliament,0.32439999999999997
2009,18197316.0,0.2809,17928402.0,0,EU Parliament,0.2767
2007,18220601.0,0.2691,19954907.0,0,EU Parliament,0.29469999999999996
2021,109204662.0,0.4964,113487504.0,0,Parliamentary,0.5158
2016,110061200.0,0.4604,114473081.0,0,Parliamentary,0.4788
2011,109237780.0,0.5796,113276186.0,0,Parliamentary,0.601
2007,109145517.0,0.6191,112315296.0,0,Parliamentary,0.6371
2003,108906244.0,0.5434,111586387.0,0,Parliamentary,0.5567
1999,107239000.0,0.5912,113049737.0,0,Parliamentary,0.6233
1995,107496856.0,0.6277,110864250.0,0,Parliamentary,0.6473
1993,105200000.0,0.4722,111390000.0,0,Parliamentary,0.5
2024,113011059.0,0.7776000000000001,112618094.0,0,Presidential,0.7748999999999999
2018,109008428.0,0.6478,113590588.0,0,Presidential,0.675
2012,109860331.0,0.6336999999999999,113140987.0,0,Presidential,0.6527
2008,107222016.0,0.6537000000000001,114346351.0,0,Presidential,0.6970999999999999
2004,108064281.0,0.6222,111833865.0,0,Presidential,0.6439
2000,109372046.0,0.6884999999999999,109037258.0,0,Presidential,0.6864
1996,108589050.0,0.6761,110642250.0,0,Presidential,0.6888
1996,108495023.0,0.6831999999999999,110642250.0,0,Presidential,0.6967
1991,106484518.0,0.7326999999999999,108495520.0,0,Presidential,0.7465999999999999
2024,9071157.0,1.1703000000000001,7611763.0,0,Parliamentary,0.982
2018,7172612.0,1.0431,6397743.0,0,Parliamentary,0.9304000000000001
2013,5953531.0,0.9937999999999999,5918583.0,0,Parliamentary,0.988
2008,4769228.0,0.9359999999999999,5018694.0,0,Parliamentary,0.985
2003,3958058.0,0.8992,4246897.0,0,Parliamentary,0.9648
2024,9071157.0,1.1703000000000001,7611763.0,0,Presidential,0.982
2017,6897076.0,1.091,6203204.0,0,Presidential,0.9815
2010,5178492.0,0.8917,5662407.0,0,Presidential,0.9751000000000001
2003,3948749.0,0.8976999999999999,4246897.0,0,Presidential,0.9655
2022,50933.0,0.7056,41885.0,0,Parliamentary,0.5803
2020,48173.0,0.6847,41095.0,0,Parliamentary,0.5841
2015,42185.0,0.773,39400.0,0,Parliamentary,0.7219
2010,32766.0,0.7625,35885.0,0,Parliamentary,0.8351000000000001
2004,38865.0,0.9142,25073.0,0,Parliamentary,0.5898
2000,34166.0,0.8477,25892.0,0,Parliamentary,0.6424
1995,31726.0,0.6955,31185.0,0,Parliamentary,0.6837000000000001
1993,28987.0,0.745,25847.0,0,Parliamentary,0.6643000000000001
1989,26481.0,0.6604000000000001,26775.0,0,Parliamentary,0.6677
1984,23328.0,0.7168000000000001,25300.0,0,Parliamentary,0.7774
1980,19921.0,0.7031000000000001,21120.0,0,Parliamentary,0.7454000000000001
1975,17685.0,0.5648,22560.0,0,Parliamentary,0.7206
1971,17209.0,0.4677,32340.0,0,Parliamentary,0.879
1966,20122.0,0.5448,27120.0,0,Parliamentary,0.7342
1961,18310.0,0.4827,26078.0,0,Parliamentary,0.6875
1952,12966.0,0.5738,21624.0,0,Parliamentary,0.9569
2021,174332.0,0.6911,128856.0,0,Parliamentary,0.5108
2016,161883.0,0.6999,123629.0,0,Parliamentary,0.5345
2011,150996.0,0.7431,115490.0,0,Parliamentary,0.5684
2006,132545.0,0.7445,104083.0,0,Parliamentary,0.5846
2001,199100.0,0.6442,97495.0,0,Parliamentary,0.3154
1997,110563.0,0.8957999999999999,82140.0,0,Parliamentary,0.6655
1992,96790.0,0.7702,79597.0,0,Parliamentary,0.6334000000000001
1987,83163.0,0.6729999999999999,74834.0,0,Parliamentary,0.6056
1982,75363.0,0.6448999999999999,75343.0,0,Parliamentary,0.6446999999999999
1979,69966.0,0.8273,67917.0,0,Parliamentary,0.8031
1974,39815.0,0.7807999999999999,42900.0,0,Parliamentary,0.8412999999999999
1969,44868.0,0.5958,40100.0,0,Parliamentary,0.5325
1964,37748.0,0.4365,44900.0,0,Parliamentary,0.5193
1957,39147.0,0.47009999999999996,47320.0,0,Parliamentary,0.5682
1954,34452.0,0.35950000000000004,47300.0,0,Parliamentary,0.4936
1951,28398.0,0.35729999999999995,46980.0,0,Parliamentary,0.5911
2020,98119.0,0.8581,76548.0,0,Parliamentary,0.6695
2015,89527.0,0.8806,74617.0,0,Parliamentary,0.7339
2010,101067.0,0.8726,72190.0,0,Parliamentary,0.6233
2005,91045.0,0.8138,71251.0,0,Parliamentary,0.6368
2001,84536.0,0.9142,63986.0,0,Parliamentary,0.6920000000000001
1998,76469.0,0.7709999999999999,66812.0,0,Parliamentary,0.6736
1994,71954.0,0.7321,64491.0,0,Parliamentary,0.6561
1989,61091.0,0.7681999999999999,57558.0,0,Parliamentary,0.7238
1984,47863.0,0.8046,52832.0,0,Parliamentary,0.8881
1979,52073.0,0.5826,57120.0,0,Parliamentary,0.639
1974,45181.0,0.7801,36630.0,0,Parliamentary,0.6324000000000001
1972,42707.0,0.7953,40600.0,0,Parliamentary,0.7561
1967,33044.0,0.7502,36360.0,0,Parliamentary,0.8255
1966,33044.0,0.7661,36270.0,0,Parliamentary,0.8409
1961,31086.0,0.7292000000000001,32882.0,0,Parliamentary,0.7713
1957,30960.0,0.6707,32718.0,0,Parliamentary,0.7088
1954,29188.0,0.611,28584.0,0,Parliamentary,0.5984
1951,27409.0,0.6994,27324.0,0,Parliamentary,0.6972
2021,128848.0,0.7367,121507.0,1,Parliamentary,0.6947
2016,100097.0,0.6611,110622.0,0,Parliamentary,0.7306
2001,93213.0,0.7662,100416.0,0,Parliamentary,0.8254
1996,78137.0,1.0506,64220.0,0,Parliamentary,0.8634999999999999
1991,57000.0,0.7746,57400.0,0,Parliamentary,0.78
2024,38338.0,0.6712,28976.0,0,Parliamentary,0.5073
2019,34511.0,0.6920999999999999,27790.0,0,Parliamentary,0.5573
2016,33985.0,0.7524,26948.0,0,Parliamentary,0.5966
2012,33106.0,0.8205,25761.0,0,Parliamentary,0.6385000000000001
2008,31845.0,0.8848,24646.0,0,Parliamentary,0.6848000000000001
2006,31759.0,0.9806,23266.0,0,Parliamentary,0.7184
2001,30688.0,,22024.0,0,Parliamentary,0.738
1998,30117.0,0.7528,30117.0,0,Parliamentary,0.7528
1993,28191.0,0.8029999999999999,28191.0,0,Parliamentary,0.8029999999999999
1988,26052.0,0.8114,26052.0,0,Parliamentary,0.8114
1983,21630.0,0.7954000000000001,21630.0,0,Parliamentary,0.7954000000000001
1978,19615.0,0.7898000000000001,19615.0,0,Parliamentary,0.7898000000000001
1974,17673.0,0.797,17673.0,0,Parliamentary,0.797
2022,123302.0,0.6812,118862.0,0,Parliamentary,0.6567000000000001
2018,97274.0,0.7448999999999999,105318.0,0,Parliamentary,0.8065000000000001
2010,79296.0,0.8166,85885.0,0,Parliamentary,0.8845000000000001
2006,79849.0,0.6293,84825.0,0,Parliamentary,0.6685
2002,60961.0,0.5443,74244.0,0,Parliamentary,0.6629
1998,49639.0,0.5054,63536.0,0,Parliamentary,0.6468
1994,55862.0,0.4953,58750.0,0,Parliamentary,0.5209
1991,51610.0,0.6964,56870.0,0,Parliamentary,0.7674
2021,123301.0,0.6979000000000001,115401.0,0,Presidential,0.6531999999999999
2021,123298.0,0.7240000000000001,115401.0,0,Presidential,0.6776000000000001
2016,111222.0,0.5149,99483.0,0,Presidential,0.4606
2016,111222.0,0.5149,99483.0,0,Presidential,0.6431
2011,92639.0,0.7128,96302.0,0,Presidential,0.7409
2011,92639.0,0.6576000000000001,96302.0,0,Presidential,0.6836
2006,91119.0,0.6976,84825.0,0,Presidential,0.6495000000000001
2001,67374.0,0.7042,67504.0,0,Presidential,0.7055
1996,50256.0,0.6365,61021.0,0,Presidential,0.7729
1991,51610.0,0.5445,56870.0,0,Presidential,0.6
2024,7371891.0,0.36869999999999997,9900727.0,0,Parliamentary,0.4972
2022,7036466.0,0.36920000000000003,8888302.0,0,Parliamentary,0.4664
2017,6219446.0,0.43939999999999996,7596246.0,0,Parliamentary,0.5366
2012,5368783.0,0.30269999999999997,6504093.0,0,Parliamentary,0.3667
2007,5004096.0,0.2759,6301663.0,0,Parliamentary,0.3475
2001,2808253.0,0.40990000000000004,4607716.0,0,Parliamentary,0.6726000000000001
1998,3164827.0,0.2754,4513760.0,0,Parliamentary,0.39280000000000004
1993,2650000.0,0.268,3994480.0,0,Parliamentary,0.40399999999999997
1988,1932265.0,0.3749,2982420.0,0,Parliamentary,0.5787
1983,1928257.0,0.39759999999999995,2715880.0,0,Parliamentary,0.56
1978,1566250.0,0.4201,2320710.0,0,Parliamentary,0.6224000000000001
2024,7371894.0,0.45649999999999996,9900727.0,0,Presidential,0.613
2019,6683043.0,0.5487,8071074.0,0,Presidential,0.6627
2012,5301648.0,0.4483,6504093.0,0,Presidential,0.55
2012,5302349.0,0.4205,6504093.0,0,Presidential,0.5158
2007,4917157.0,0.5511,6301663.0,0,Presidential,0.7062
2000,2745239.0,0.3674,4539960.0,0,Presidential,0.6075
2000,2725987.0,0.4338,4539960.0,0,Presidential,0.6223
1993,2549699.0,0.3287,3994480.0,0,Presidential,0.515
1988,1932265.0,0.3803,2982420.0,0,Presidential,0.5870000000000001
1983,1888444.0,0.4047,2715880.0,0,Presidential,0.5820000000000001
2023,6500666.0,0.6923,5519054.0,0,Parliamentary,0.5877
2022,6502307.0,0.6607,5759554.0,0,Parliamentary,0.5853
2020,6584376.0,0.556,5794643.0,0,Parliamentary,0.4893
2016,6739441.0,0.6431,5875839.0,0,Parliamentary,0.5607
2014,6766575.0,0.6349,5658441.0,0,Parliamentary,0.5309
2012,6770013.0,0.6755,5790302.0,0,Parliamentary,0.5777
2008,6749688.0,0.7017,5901990.0,0,Parliamentary,0.6135
2007,6652105.0,0.6819,5908864.0,0,Parliamentary,0.6057
2022,6502307.0,0.6594,5759554.0,0,Presidential,0.584
2017,6724949.0,0.6245,5852924.0,0,Presidential,0.5436
2012,6771479.0,0.541,5790302.0,0,Presidential,0.46259999999999996
2012,6749688.0,0.675,5790302.0,0,Presidential,0.5791
2008,6723762.0,0.7761,5901990.0,0,Presidential,0.6812
2008,6708697.0,0.6975,5901990.0,0,Presidential,0.6137
2004,6532940.0,0.5275,5987268.0,0,Presidential,0.48350000000000004
2004,6532263.0,0.521,5987268.0,0,Presidential,0.4775
2020,74634.0,0.8878,74315.0,0,Parliamentary,0.884
2016,71932.0,0.8891,70792.0,0,Parliamentary,0.875
2011,69480.0,0.8065000000000001,63974.0,0,Parliamentary,0.7425
2007,64993.0,0.9349,59713.0,0,Parliamentary,0.8590000000000001
2002,62350.0,0.9812000000000001,53710.0,0,Parliamentary,0.8452
1998,54847.0,0.9020999999999999,52729.0,0,Parliamentary,0.8673000000000001
1993,50370.0,0.9606999999999999,45360.0,0,Parliamentary,0.8652
2020,74634.0,0.8883,74315.0,0,Presidential,0.8845000000000001
2015,70943.0,0.914,69904.0,0,Presidential,0.9006000000000001
2015,70943.0,0.887,69904.0,0,Presidential,0.8740000000000001
2011,69480.0,0.9259999999999999,63974.0,0,Presidential,0.8526
2006,64026.0,0.9708,58497.0,0,Presidential,0.8869
2001,54847.0,0.9784999999999999,52267.0,0,Presidential,0.9325
1998,54847.0,0.9018,52729.0,0,Presidential,0.867
1993,50370.0,0.9608,45360.0,0,Presidential,0.8653
2023,3374258.0,0.5961,4690201.0,0,Parliamentary,0.8286
2018,3178663.0,0.815,3284182.0,0,Parliamentary,0.8420000000000001
2012,2701299.0,0.7684000000000001,2786886.0,0,Parliamentary,0.7928000000000001
2007,2617554.0,0.7206,2753360.0,0,Parliamentary,0.758
2002,2342547.0,0.7726999999999999,2524320.0,0,Parliamentary,0.8326
1996,1244601.0,0.3699,2029720.0,0,Parliamentary,0.6033
2023,3374258.0,0.5971,4690201.0,0,Presidential,0.83
2018,3178663.0,0.7851,3284182.0,0,Presidential,0.8111
2018,3178663.0,0.815,3284182.0,0,Presidential,0.8420000000000001
2012,2692635.0,0.8434999999999999,2786886.0,0,Presidential,0.873
2007,2619397.0,0.6478,2753360.0,0,Presidential,0.6809999999999999
2007,2619397.0,0.7206,2753360.0,0,Presidential,0.7575
2002,2342547.0,0.7556,2524320.0,0,Presidential,0.8143
1996,1500000.0,0.5039,2029720.0,0,Presidential,0.6818000000000001
1996,1500000.0,0.36729999999999996,2029720.0,0,Presidential,0.49700000000000005
2025,2627026.0,0.5097999999999999,4783372.0,1,Parliamentary,0.9283
2020,2651435.0,0.5136999999999999,4945158.0,1,Parliamentary,0.9581000000000001
2015,2462926.0,0.5213,4420371.0,1,Parliamentary,0.937
2011,2211102.0,0.5295000000000001,3891370.0,1,Parliamentary,0.9318000000000001
2006,1222884.0,0.32170000000000004,3573273.0,1,Parliamentary,0.9401
2001,675306.0,0.2144,2980081.0,1,Parliamentary,0.9460999999999999
1997,765332.0,0.35350000000000004,2076210.0,1,Parliamentary,0.9591
1991,847716.0,0.43520000000000003,1851210.0,1,Parliamentary,0.9503
1988,1449838.0,0.7885,1741330.0,1,Parliamentary,0.9470000000000001
1984,944624.0,0.5579,1618560.0,1,Parliamentary,0.9559000000000001
1980,685141.0,0.4593,1424260.0,1,Parliamentary,0.9548000000000001
1976,857130.0,0.6836,1192360.0,1,Parliamentary,0.951
1972,908382.0,0.7384999999999999,1010500.0,1,Parliamentary,0.8215
1968,82883.0,0.0825,944700.0,1,Parliamentary,0.9409000000000001
2023,2709407.0,0.5431,4667360.0,1,Presidential,0.9355
2011,2274773.0,0.5540999999999999,3891370.0,1,Presidential,0.948
1993,1756517.0,0.8368000000000001,1983060.0,1,Presidential,0.9448000000000001
2023,4388872.0,0.6612,4547754.0,0,Parliamentary,0.6851999999999999
2020,4432419.0,0.6539,4460525.0,0,Parliamentary,0.6581
2016,4426760.0,0.5943,4455753.0,0,Parliamentary,0.5982
2012,4392451.0,0.5785,4488381.0,0,Parliamentary,0.5911
2010,4362369.0,0.5838,4396639.0,0,Parliamentary,0.5884
2006,4272517.0,0.564,4141957.0,0,Parliamentary,0.5467
2002,4157802.0,0.7162999999999999,4067252.0,0,Parliamentary,0.7006999999999999
1998,4023191.0,0.7886,4297856.0,0,Parliamentary,0.8425
1994,3876555.0,0.7593000000000001,3849840.0,0,Parliamentary,0.7541
1992,11515699.0,0.8376,11640940.0,0,Parliamentary,0.8468000000000001
1990,11195596.0,0.9306,11589140.0,0,Parliamentary,0.9632999999999999
2024,4364071.0,0.4989,4541315.0,0,Presidential,0.5192
2019,4419883.0,0.414,4462884.0,0,Presidential,0.418
2019,4419883.0,0.48369999999999996,4462884.0,0,Presidential,0.4874
2014,4406261.0,0.5111,4351806.0,0,Presidential,0.5047999999999999
2014,4409793.0,0.43979999999999997,4351806.0,0,Presidential,0.434
2009,4339257.0,0.5125,4375254.0,0,Presidential,0.5167
2009,4339331.0,0.4328,4375254.0,0,Presidential,0.4363
2004,4202597.0,0.4414,4141957.0,0,Presidential,0.435
2004,4204899.0,0.4867,4141957.0,0,Presidential,0.4794
1999,4041181.0,0.8094,3767042.0,0,Presidential,0.7545000000000001
1999,4038899.0,0.7922,3767042.0,0,Presidential,0.7389
2024,4377093.0,0.33140000000000003,4541315.0,0,EU Parliament,0.34380000000000005
2019,4429801.0,0.2257,4462884.0,0,EU Parliament,0.2274
2014,4414433.0,0.13140000000000002,4381043.0,0,EU Parliament,0.1305
2009,4345773.0,0.19510000000000002,4375254.0,0,EU Parliament,0.19640000000000002
2004,4210463.0,0.1745,4093515.0,0,EU Parliament,0.1697
2022,1695796.0,0.6944,1733130.0,0,Parliamentary,0.7097
2018,1712676.0,0.5458,1651708.0,0,Parliamentary,0.5264
2014,1713067.0,0.5409,1638247.0,0,Parliamentary,0.5173
2011,1709692.0,0.6698999999999999,1674170.0,0,Parliamentary,0.6559999999999999
2008,1696437.0,0.6504000000000001,1645967.0,0,Parliamentary,0.631
2004,1634402.0,0.6109,1622422.0,0,Parliamentary,0.6064
2000,1586695.0,0.7232999999999999,1543425.0,0,Parliamentary,0.7036
1996,1542218.0,0.7575,1499960.0,0,Parliamentary,0.7367
1992,1490434.0,0.8552,1497000.0,0,Parliamentary,0.8590000000000001
2022,1694379.0,0.524,1733130.0,0,Presidential,0.536
2022,1694441.0,0.5058,1733130.0,0,Presidential,0.5174
2017,1713473.0,0.4359,1656072.0,0,Presidential,0.4213
2017,1713762.0,0.4578,1656072.0,0,Presidential,0.4424
2012,1711461.0,0.4341,1671967.0,0,Presidential,0.4241
2012,1711768.0,0.49570000000000003,1671967.0,0,Presidential,0.4841
2007,1720174.0,0.6126,1641161.0,0,Presidential,0.5845
2007,1720481.0,0.6046,1641161.0,0,Presidential,0.5767
2002,1610234.0,0.6547,1604505.0,0,Presidential,0.6524
2002,1609985.0,0.7228,1604505.0,0,Presidential,0.7204
1997,1550775.0,0.7118000000000001,1495460.0,0,Presidential,0.6865000000000001
1992,1491374.0,0.8552,1497000.0,0,Presidential,0.8584
1990,1489822.0,0.7641,1498500.0,0,Presidential,0.7685
1990,1490136.0,0.8259000000000001,1498500.0,0,Presidential,0.8305
2024,1688941.0,0.40740000000000004,1732982.0,0,EU Parliament,0.4179
2019,1704866.0,0.2838,1735491.0,0,EU Parliament,0.2889
2014,1710856.0,0.2564,1638247.0,0,EU Parliament,0.2455
2009,1699744.0,0.2883,1670570.0,0,EU Parliament,0.2833
2004,1628918.0,0.3187,1449120.0,0,EU Parliament,0.28350000000000003
2024,420185.0,0.7495999999999999,461601.0,0,Parliamentary,0.8234999999999999
2019,359690.0,0.6001,404778.0,0,Parliamentary,0.6754000000000001
2014,287565.0,0.805,321236.0,0,Parliamentary,0.8993000000000001
2010,447612.0,0.7573000000000001,309471.0,0,Parliamentary,0.5236
2006,339688.0,0.7037,274924.0,0,Parliamentary,0.5695
2001,287921.0,0.7716,230907.0,0,Parliamentary,0.6188
1997,201584.0,0.7071999999999999,194824.0,0,Parliamentary,0.6835
1993,165620.0,0.6056,173950.0,0,Parliamentary,0.6361
1989,125106.0,0.5576,145700.0,0,Parliamentary,0.6494
1984,110339.0,0.5532,123740.0,0,Parliamentary,0.6204
1980,99843.0,0.5471,106260.0,0,Parliamentary,0.5822999999999999
1984,4220466.0,1.4276,2952289.0,0,Parliamentary,0.9986
2024,27782081.0,0.39640000000000003,41098032.0,0,Parliamentary,0.5864
2019,26756649.0,0.4728,37372792.0,0,Parliamentary,0.6605
2014,25388082.0,0.5377000000000001,34691652.0,0,Parliamentary,0.7348
2009,23181997.0,0.5657,31678238.0,0,Parliamentary,0.773
2004,20674926.0,0.5677,27944712.0,0,Parliamentary,0.7673000000000001
1999,18177000.0,0.6386,25411573.0,0,Parliamentary,0.8928
1994,22709152.0,0.8553000000000001,23063910.0,0,Parliamentary,0.8687
2010,4800000.0,0.6334000000000001,4442454.0,0,Presidential,0.5861999999999999
2023,37469458.0,0.6338,39367525.0,0,Parliamentary,0.6659
2019,36898883.0,0.6514,40650233.0,0,Parliamentary,0.7176
2016,34597038.0,0.6087,39691061.0,0,Parliamentary,0.6984
2015,34631086.0,0.6439,39368731.0,0,Parliamentary,0.732
2011,35779491.0,0.6325999999999999,38995155.0,0,Parliamentary,0.6894
2008,33875268.0,0.693,36819817.0,0,Parliamentary,0.7532
2004,34571831.0,0.7625,34304048.0,0,Parliamentary,0.7565999999999999
2000,33969640.0,0.7379000000000001,31631640.0,0,Parliamentary,0.6870999999999999
1996,32007554.0,0.8056,31013030.0,0,Parliamentary,0.7806000000000001
1993,31030511.0,0.7743000000000001,30875570.0,0,Parliamentary,0.7705
1989,29694055.0,0.7128,29166000.0,0,Parliamentary,0.7001000000000001
1986,29117613.0,0.7372,27794880.0,0,Parliamentary,0.7037
1982,26855301.0,0.8311,25795580.0,0,Parliamentary,0.7983
1979,26836500.0,0.7232,25284440.0,0,Parliamentary,0.6812999999999999
1977,23616421.0,0.7936,22901130.0,0,Parliamentary,0.7696
2024,35665455.0,0.44380000000000003,39558556.0,0,EU Parliament,0.49219999999999997
2019,35153255.0,0.5561,40650233.0,0,EU Parliament,0.643
2014,36514084.0,0.4121,38823070.0,0,EU Parliament,0.43810000000000004
2009,35492567.0,0.4189,38044945.0,0,EU Parliament,0.449
2004,34706044.0,0.4567,34304048.0,0,EU Parliament,0.4514
1999,33840432.0,0.6764,31544062.0,0,EU Parliament,0.6305
1994,31558999.0,0.6272,29759719.0,0,EU Parliament,0.5914
1989,29283982.0,0.5710999999999999,27994949.0,0,EU Parliament,0.546
1987,28437306.0,0.7162000000000001,27357811.0,0,EU Parliament,0.6890000000000001
2024,17140354.0,0.7423000000000001,15917845.0,0,Parliamentary,0.6893
2020,16263885.0,0.7467,16531050.0,0,Parliamentary,0.7589
2015,15044490.0,0.7655,15262770.0,0,Parliamentary,0.7766
2010,14088500.0,0.5832,14799473.0,0,Parliamentary,0.6126
2004,12899139.0,0.7078,13843060.0,0,Parliamentary,0.7595999999999999
2001,12428762.0,0.7223999999999999,13080281.0,0,Parliamentary,0.7603
2000,12071062.0,0.8216,11110498.0,0,Parliamentary,0.7563
1994,10945065.0,0.7414000000000001,11254950.0,0,Parliamentary,0.7624
1989,9374880.0,0.5809000000000001,10263250.0,0,Parliamentary,0.6359
1977,6667589.0,0.7678,7528680.0,0,Parliamentary,0.8669
1970,5505028.0,0.7182999999999999,6505200.0,0,Parliamentary,0.8488
1965,4710887.0,0.6586,5803200.0,0,Parliamentary,0.8112999999999999
1960,3724507.0,0.5497,5142800.0,0,Parliamentary,0.759
1956,3464159.0,0.5151,4643080.0,0,Parliamentary,0.6904
1952,2990912.0,0.49420000000000003,4279220.0,0,Parliamentary,0.7070000000000001
1947,3048145.0,0.4579,3714770.0,0,Parliamentary,0.5581
2024,17140354.0,0.8556,15917845.0,0,Presidential,0.7946
2019,15992096.0,0.8190999999999999,16343744.0,0,Presidential,0.8371999999999999
2015,15044490.0,0.8035,15262770.0,0,Presidential,0.8151999999999999
2010,14088500.0,0.7092,14799473.0,0,Presidential,0.745
2005,13327160.0,0.691,14062676.0,0,Presidential,0.7291
1999,11779200.0,0.7848999999999999,11001583.0,0,Presidential,0.7331
1994,10937279.0,0.685,11254950.0,0,Presidential,0.7048000000000001
1988,9375742.0,0.5122,10125390.0,0,Presidential,0.5532
